         4250359 function calls (3961221 primitive calls) in 47.377 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     18/9    0.001    0.000   13.485    1.498 compiler.py:221(run)
        1    0.000    0.000    0.000    0.000 compiler.py:250(Pipeline)
       18    0.001    0.000    0.175    0.010 compiler.py:254(__init__)
      126    0.000    0.000    0.001    0.000 compiler.py:285(fallback_context)
       14    0.000    0.000    0.000    0.000 compiler.py:306(giveup_context)
       14    0.000    0.000    0.013    0.001 compiler.py:327(extract_bytecode)
     14/7    0.000    0.000   10.592    1.513 compiler.py:337(compile_extra)
        4    0.000    0.000    4.072    1.018 compiler.py:354(compile_ir)
       19    0.001    0.000    0.256    0.013 compiler.py:362(stage_analyze_bytecode)
       23    0.000    0.000    0.000    0.000 compiler.py:369(_set_and_check_ir)
       27    0.000    0.000    0.247    0.009 compiler.py:381(stage_process_ir)
       11    0.000    0.000    0.002    0.000 compiler.py:384(stage_preserve_ir)
        5    0.000    0.000    1.178    0.236 compiler.py:387(frontend_looplift)
      9/7    0.001    0.000    1.179    0.168 compiler.py:416(stage_objectmode_frontend)
       18    0.001    0.000    0.430    0.024 compiler.py:432(stage_nopython_frontend)
       18    0.001    0.000    0.071    0.004 compiler.py:451(stage_generic_rewrites)
        9    0.000    0.000    0.010    0.001 compiler.py:463(stage_nopython_rewrites)
       16    0.000    0.000    0.001    0.000 compiler.py:478(stage_annotate_type)
        7    0.000    0.000    8.005    1.144 compiler.py:500(backend_object_mode)
      9/2    0.001    0.000    4.538    2.269 compiler.py:516(backend_nopython_mode)
     16/9    0.001    0.000   12.550    1.394 compiler.py:529(_backend)
        7    0.000    0.000    8.012    1.145 compiler.py:558(stage_objectmode_backend)
      9/2    0.000    0.000    4.539    2.269 compiler.py:580(stage_nopython_backend)
       16    0.000    0.000    0.000    0.000 compiler.py:604(stage_cleanup)
     18/9    0.001    0.000   13.486    1.498 compiler.py:609(_compile_core)
     14/7    0.000    0.000   10.580    1.511 compiler.py:655(_compile_bytecode)
        4    0.000    0.000    4.072    1.018 compiler.py:662(_compile_ir)
        1    0.000    0.000    0.000    0.000 compiler.py:67(CompileResult)
       18    0.001    0.000    0.003    0.000 compiler.py:670(_make_subtarget)
        7    0.000    0.000   10.747    1.535 compiler.py:689(compile_extra)
        4    0.000    0.000    4.081    1.020 compiler.py:702(compile_ir)
        7    0.000    0.000    0.258    0.037 compiler.py:716(compile_internal)
        9    0.000    0.000    0.001    0.000 compiler.py:726(legalize_return_type)
       19    0.000    0.000    0.255    0.013 compiler.py:760(translate_stage)
       27    0.000    0.000    0.247    0.009 compiler.py:765(ir_processing_stage)
       18    0.001    0.000    0.428    0.024 compiler.py:780(type_inference_stage)
      9/2    0.002    0.000    4.537    2.268 compiler.py:809(native_lowering_stage)
        7    0.001    0.000    8.005    1.144 compiler.py:838(py_lowering_stage)
        1    0.000    0.000    0.000    0.000 composite.py:113(UnredirectWindow)
        1    0.000    0.000    0.000    0.000 composite.py:133(UnredirectSubindows)
        1    0.000    0.000    0.000    0.000 composite.py:153(CreateRegionFromBorderClip)
        1    0.000    0.000    0.000    0.000 composite.py:179(NameWindowPixmap)
        1    0.000    0.000    0.000    0.000 composite.py:209(GetOverlayWindow)
        1    0.000    0.000    0.000    0.000 composite.py:233(init)
        1    0.000    0.000    0.001    0.001 composite.py:34(<module>)
        1    0.000    0.000    0.000    0.000 composite.py:45(QueryVersion)
        1    0.000    0.000    0.000    0.000 composite.py:71(RedirectWindow)
        1    0.000    0.000    0.000    0.000 composite.py:92(RedirectSubwindows)
        1    0.000    0.000    0.062    0.062 config.py:1(<module>)
        1    0.000    0.000    0.004    0.004 config.py:174(avx_default)
       18    0.000    0.000    0.011    0.001 config.py:247(reload_config)
        1    0.000    0.000    0.004    0.004 config.py:39(_os_supports_avx)
        1    0.000    0.000    0.000    0.000 config.py:65(_EnvReloader)
        1    0.000    0.000    0.005    0.005 config.py:67(__init__)
        1    0.000    0.000    0.005    0.005 config.py:70(reset)
       19    0.001    0.000    0.016    0.001 config.py:74(update)
        1    0.000    0.000    0.005    0.005 config.py:88(process_environ)
       31    0.000    0.000    0.004    0.000 config.py:89(_readenv)
        1    0.000    0.000    0.000    0.000 connect.py:22(<module>)
        3    0.000    0.000    0.004    0.001 connect.py:54(_relative_import)
        1    0.000    0.000    0.004    0.004 connect.py:58(get_display)
        1    0.000    0.000    0.000    0.000 connect.py:75(get_socket)
        1    0.000    0.000    0.000    0.000 connect.py:89(get_auth)
        1    0.000    0.000    0.000    0.000 consts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 consts.py:11(ConstantInference)
       26    0.000    0.000    0.000    0.000 consts.py:20(__init__)
  953/460    0.003    0.000    0.027    0.000 consts.py:26(infer_constant)
       21    0.000    0.000    0.001    0.000 consts.py:46(_fail)
  606/214    0.004    0.000    0.025    0.000 consts.py:50(_do_infer)
  261/175    0.002    0.000    0.015    0.000 consts.py:67(_infer_expr)
      135    0.000    0.000    0.010    0.000 consts.py:78(<genexpr>)
       96    0.001    0.000    0.005    0.000 consts.py:81(_infer_call)
       92    0.000    0.000    0.003    0.000 consts.py:87(<listcomp>)
        9    0.000    0.000    0.000    0.000 consts.py:91(_infer_getattr)
        1    0.000    0.000    0.006    0.006 containers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:105(BaseTuple)
      621    0.011    0.000    0.095    0.000 containers.py:110(from_types)
        1    0.000    0.000    0.000    0.000 containers.py:138(BaseAnonymousTuple)
        1    0.000    0.000    0.000    0.000 containers.py:161(_HomogenousTuple)
       58    0.000    0.000    0.000    0.000 containers.py:176(__iter__)
       19    0.000    0.000    0.000    0.000 containers.py:179(__len__)
       15    0.000    0.000    0.000    0.000 containers.py:182(types)
        1    0.000    0.000    0.000    0.000 containers.py:187(UniTuple)
      102    0.001    0.000    0.001    0.000 containers.py:192(__init__)
     1337    0.001    0.000    0.001    0.000 containers.py:202(key)
        1    0.000    0.000    0.000    0.000 containers.py:216(UniTupleIter)
        1    0.000    0.000    0.000    0.000 containers.py:223(_HeterogenousTuple)
        9    0.000    0.000    0.000    0.000 containers.py:231(__len__)
       47    0.000    0.000    0.000    0.000 containers.py:235(__iter__)
        1    0.000    0.000    0.000    0.000 containers.py:239(Tuple)
      615    0.006    0.000    0.010    0.000 containers.py:241(__new__)
     1226    0.002    0.000    0.003    0.000 containers.py:242(<genexpr>)
      615    0.012    0.000    0.027    0.000 containers.py:247(__init__)
     2446    0.008    0.000    0.009    0.000 containers.py:250(<genexpr>)
     2084    0.001    0.000    0.001    0.000 containers.py:257(key)
        1    0.000    0.000    0.000    0.000 containers.py:274(BaseNamedTuple)
        1    0.000    0.000    0.000    0.000 containers.py:278(NamedUniTuple)
        1    0.000    0.000    0.000    0.000 containers.py:297(NamedTuple)
        1    0.000    0.000    0.000    0.000 containers.py:312(List)
        1    0.000    0.000    0.000    0.000 containers.py:32(BaseContainerIterator)
        1    0.000    0.000    0.000    0.000 containers.py:351(ListIter)
        1    0.000    0.000    0.000    0.000 containers.py:358(ListPayload)
        1    0.000    0.000    0.000    0.000 containers.py:365(Set)
        1    0.000    0.000    0.000    0.000 containers.py:405(SetIter)
        1    0.000    0.000    0.000    0.000 containers.py:412(SetPayload)
        1    0.000    0.000    0.000    0.000 containers.py:419(SetEntry)
        1    0.000    0.000    0.000    0.000 containers.py:58(BaseContainerPayload)
        1    0.000    0.000    0.000    0.000 containers.py:76(Bytes)
        1    0.000    0.000    0.000    0.000 containers.py:85(ByteArray)
        1    0.000    0.000    0.000    0.000 containers.py:9(Pair)
        1    0.000    0.000    0.000    0.000 containers.py:92(PyArray)
        1    0.000    0.000    0.000    0.000 containers.py:99(MemoryView)
        4    0.000    0.000    0.072    0.018 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:102(CallFrame)
       18    0.000    0.000    0.000    0.000 context.py:106(__init__)
        1    0.000    0.000    0.000    0.000 context.py:115(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:119(__init__)
        9    0.000    0.000    0.000    0.000 context.py:13(__init__)
        1    0.000    0.000    0.000    0.000 context.py:132(init)
      154    0.001    0.000    0.104    0.001 context.py:137(refresh)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:146(explain_function_type)
        6    0.000    0.000    0.001    0.000 context.py:153(meminfo_data)
 3039/984    0.034    0.000    0.206    0.000 context.py:168(_call_incref_decref)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:17(Rating)
     3063    0.001    0.000    0.001    0.000 context.py:17(_require_nrt)
  507/467    0.007    0.000    0.155    0.000 context.py:176(resolve_function_type)
      253    0.001    0.000    0.035    0.000 context.py:198(incref)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
     1228    0.001    0.000    0.001    0.000 context.py:20(__init__)
        1    0.000    0.000    0.000    0.000 context.py:202(reducer)
      201    0.002    0.000    0.002    0.000 context.py:204(_get_attribute_templates)
      731    0.002    0.000    0.173    0.000 context.py:204(decref)
        6    0.000    0.000    0.001    0.000 context.py:21(allocate)
      199    0.001    0.000    0.010    0.000 context.py:217(resolve_getattr)
        1    0.000    0.000    0.000    0.000 context.py:219(Process)
        1    0.000    0.000    0.000    0.000 context.py:225(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:228(__init__)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        2    0.000    0.000    0.000    0.000 context.py:232(resolve_setattr)
       78    0.000    0.000    0.011    0.000 context.py:245(resolve_static_getitem)
      760    0.000    0.000    0.000    0.000 context.py:25(astuple)
       14    0.000    0.000    0.007    0.000 context.py:251(resolve_static_setitem)
       18    0.000    0.000    0.008    0.000 context.py:257(resolve_setitem)
       37    0.000    0.000    0.000    0.000 context.py:264(<genexpr>)
       16    0.000    0.000    0.004    0.000 context.py:268(resolve_module_constants)
        1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
      347    0.002    0.000    0.025    0.000 context.py:290(resolve_value_type)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:297(SpawnContext)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
      119    0.000    0.000    0.002    0.000 context.py:315(_get_global_type)
      154    0.002    0.000    0.018    0.000 context.py:322(_load_builtins)
        6    0.000    0.000    0.001    0.000 context.py:33(free)
     1540    0.009    0.000    0.036    0.000 context.py:333(install_registry)
      670    0.003    0.000    0.004    0.000 context.py:360(_lookup_global)
      399    0.002    0.000    0.003    0.000 context.py:374(_insert_global)
        2    0.000    0.000    0.000    0.000 context.py:389(_remove_global)
      397    0.001    0.000    0.004    0.000 context.py:399(insert_global)
        1    0.000    0.000    0.000    0.000 context.py:40(cpu_count)
       23    0.000    0.000    0.000    0.000 context.py:402(insert_attributes)
      211    0.000    0.000    0.000    0.000 context.py:406(insert_function)
        1    0.000    0.000    0.000    0.000 context.py:41(CallStack)
     2134    0.006    0.000    0.017    0.000 context.py:422(can_convert)
     1228    0.009    0.000    0.028    0.000 context.py:447(_rate_arguments)
        1    0.000    0.000    0.000    0.000 context.py:46(__init__)
      226    0.006    0.000    0.037    0.000 context.py:492(resolve_overload)
       18    0.000    0.000    0.000    0.000 context.py:50(__getitem__)
      760    0.000    0.000    0.000    0.000 context.py:511(<lambda>)
        9    0.000    0.000    0.000    0.000 context.py:533(unify_types)
        9    0.000    0.000    0.000    0.000 context.py:536(keyfunc)
      284    0.000    0.000    0.002    0.000 context.py:550(unify_pairs)
       18    0.000    0.000    0.000    0.000 context.py:57(__len__)
        1    0.000    0.000    0.000    0.000 context.py:587(Context)
      154    0.004    0.000    0.086    0.001 context.py:589(load_additional_registries)
        1    0.000    0.000    0.000    0.000 context.py:6(Context)
       36    0.000    0.000    0.001    0.000 context.py:60(register)
        1    0.000    0.000    0.000    0.000 context.py:7(__init__)
        6    0.000    0.000    0.002    0.000 context.py:70(meminfo_alloc_aligned)
       18    0.000    0.000    0.000    0.000 context.py:74(finditer)
        1    0.000    0.000    0.000    0.000 context.py:8(NRTContext)
       18    0.000    0.000    0.001    0.000 context.py:92(match)
       39    0.000    0.000    0.001    0.000 contextlib.py:129(contextmanager)
     9702    0.029    0.000    0.104    0.000 contextlib.py:157(helper)
     9702    0.062    0.000    0.076    0.000 contextlib.py:60(__init__)
9702/6897    0.011    0.000    0.795    0.000 contextlib.py:80(__enter__)
9702/6927    0.043    0.000    0.144    0.000 contextlib.py:86(__exit__)
        1    0.000    0.000    0.002    0.002 controlflow.py:1(<module>)
       78    0.000    0.000    0.000    0.000 controlflow.py:102(set_entry_point)
       78    0.002    0.000    0.034    0.000 controlflow.py:109(process)
        1    0.000    0.000    0.000    0.000 controlflow.py:15(CFBlock)
       19    0.000    0.000    0.000    0.000 controlflow.py:164(backbone)
       69    0.000    0.000    0.000    0.000 controlflow.py:17(__init__)
       37    0.000    0.000    0.000    0.000 controlflow.py:173(loops)
       19    0.000    0.000    0.000    0.000 controlflow.py:193(nodes)
      299    0.002    0.000    0.002    0.000 controlflow.py:240(_add_edge)
       79    0.000    0.000    0.000    0.000 controlflow.py:247(_remove_node_edges)
      409    0.002    0.000    0.004    0.000 controlflow.py:255(_dfs)
       78    0.001    0.000    0.005    0.000 controlflow.py:268(_eliminate_dead_blocks)
